,article,url
26,"국립광주과학관(관장 김선아)은 17일 오후 상상홀에서 '광주과학기술원(GIST)과 함께하는 2019 과학스쿨' 4월 강연을 성황리에 개최했다.
         약 90여명의 참석한 가운데 열린 이날 행사에서는 허호길 GIST 환경공학부 교수가 '우리 주변의 항생제 내성 미생물'이라는 주제로 강연했다. 허 교수는 미생물은 몸에 해로운 것이라는 기존의 사고를 전환하는 화두를 던지고 나아가 미생물을 제거하는데 활용되는 항생제의 올바른 사용에 대해 소개했다.
         과학스쿨은 매월 셋째 주 수요일 저녁에 개최하는 무료강연이다. 초등학생부터 성인에 이르기까지 누구나 쉽고 재미있게 과학기술을 접할 수 있이다. 다음 달은 5월 22일에는 하대청 GIST 기초교육학부 교수가 '인공지능은 정말 우리의 일자리를 빼앗을까?'를 주제로 강연할 예정이다.
         
          
          
           허호길 GIST 환경공학부 교수가 17일 오후 국립광주과학관 상상홀에서 열린 과학스쿨에서 강연하고 있다.
          
         
         
          
          
           17일 오후 국립광주과학관 상상홀에서 열린 과학스쿨 4월 강연.
          
         
         광주=김한식기자 hskim@etnews.com",http://v.media.daum.net/v/20190418103403438
27,"CJ푸드빌과 LG전자가 4월 18일 을지로 CJ푸드빌 본사에서 푸드 로봇 개발 및 사업화를 위한 양해각서(MOU)를체결하고 상호 교류 협력하기로 했다. (왼쪽 세 번째) CJ푸드빌 전략기획담당 오광석 헤드, (오른쪽 세번째) LG전자 로봇사업센터장 노진서 전무
          
         
         CJ푸드빌은 LG전자와 손잡고 인공지능(AI)과 로봇 등 최신 ICT 기술을 결합한 외식 사업 진화를 추진한다고 18일 밝혔다.
         이를 위해 오광석 CJ푸드빌 전략기획담당 헤드, 노진서 LG전자 로봇사업센터장 전무 등 주요 경영진이 참석한 가운데 을지로 CJ푸드빌 본사에서 '푸드 로봇 개발 및 사업화를 위한 양해각서(MOU)'를 체결하고 상호 교류 협력하기로 했다.
         이번 협약에 따라 양사는 매장에서 다양한 형태로 활용 가능한 로봇 개발을 진행해 연내 CJ푸드빌 운영 매장에 도입할 계획이다.
         CJ푸드빌 관계자는 “CJ푸드빌의 미래형 기술 도입은, 직원은 사람만이 할 수 있는 정성스러운 고객 케어에 집중하고, 소비자는 보다 효율적이고 편리한 제품과 서비스를 제공 받게 하는 데 주 목적이 있다”면서 “글로벌 외식전문기업으로써 단순한 기술 개발이 아닌 내·외부 고객의 가치제고를 위한 방향을 모색할 것”이라고 말했다.
         CJ푸드빌은 최근 IT 기술을 접목한 서비스를 일부 매장에서 시범 운영하고 있다. 고객이 직접 테이블에 비치된 태블릿을 통해 메뉴를 주문하는 '태블릿 오더', 결제 후 종이영수증을 발급하지 않고 모바일에서 내역을 확인할 수 있는 '스마트 영수증', 전자 종이를 사용해 제품 진열의 효율성을 높인 '전자 가격 표시기(ESL)', 스마트폰 앱을 이용해 주문 결제가 가능한 '스마트 오더' 등이다.
         이주현 유통 전문기자 jhjh13@etnews.com",http://v.media.daum.net/v/20190418104403851
28,"대교그룹 종합IT서비스 기업 대교CNS가 글로벌 영상관제플랫폼 전문 기업 미국 네트워크 옵틱스와 통합관제시스템(Video Management System, 이하 VMS) 솔루션 엔엑스 위트니스(NX Witness)의 국내 공급 계약을 체결했다고 밝혔다.
         네트워크 옵틱스는 전 세계 130여 개국에 영상관제플랫폼 서비스를 공급하고 있는 솔루션 개발 기업이다.
         이번 계약으로 대교CNS는 주문자상표부착생산(OEM) 방식의 자사브랜드 VMS 솔루션 ‘VIVEex’를 한국시장에 공급하면서 기존에 사용되던 영상저장장치(Network Video Record)를 대체할 수 있게 됐다. 또한 인공지능 및 사물인터넷 보안 솔루션 등 여러 산업분야로의 신사업 확장도 기대하고 있다.
         대교CNS 관계자는 “‘VIVEex’ 솔루션은 기존 영상관제 솔루션의 기능을 뛰어넘어, 기술 장애를 스스로 복구하고 다양한 기능의 솔루션과 연동이 용이해 통합관제플랫폼의 역할을 수행할 수 있다”며 “국내 다양한 IT보안 업체들과 협업을 통해 국내 통합관제시스템 시장 점유율을 확대와 더불어 총판도 모집할 것이다”고 밝혔다.
         이향선 전자신문인터넷기자 hyangseon.lee@etnews.com",http://v.media.daum.net/v/20190418093502785
29,"5G 시대가 본격 개막한 미래의 기술은 우리에게 무엇을 가져다 줄까. 스마트공장, 자율주행차 등 먼 미래로 생각되던 기술이 우리 눈앞에 다가왔다. 기업들은 어떤 플랫폼으로 이 새로운 시대를 대비해야 할까. 2019 Korea Mesosphere DC/OS Conference 주관사인 케이비시스 이용혁CTO(최고기술책임자)를 직접 만나봤다.  컨테이너 클라우드 메소스피어 DC/OS 공식 리셀러인 케이비시스를 통해 앞으로 기업들이 주목해야 할 컨테이너 클라우드에 대해 알아보자.
         Q  어떤 일을 하는 기업인가요?
         저희는 고객들이 원하는 소프트웨어를 개발하면서 문제가 있는 기술적인 난이도가 높은 일들을 해결을 해오면서 성장해왔습니다.
         MSA 전문기업으로 기술적인 난이도가 높은 클라우드 기반 미디어사 CMS 구축 및 운영, 기업용 어플리케이션 및 협업 솔루션, 등 산업분야 환경 안전 제어 감시 장치 등 다양한 산업 분야에 걸쳐 구축 및 운영 산업을 수행하고 있습니다.
         세계 컨테이너 시장의 선두에 서 있는 컨테이너 클라우드 메소스피어 DC/OS의 한국내 공식 파트너로 국내뿐 아니라 아시아지역의 기술지원도 담당하고 있고 또 한국 내 오픈소스 커뮤니티들의 활동도 대외적으로 열심히 지원하고 있습니다.
         이미 3년 전부터 도커 등의 컨테이너 클라우드 시스템이나 마이크로서비스, 리액티브 시스템 들을 만들어 운영해 왔고, 시장 상황과 전망을 파악해서 업계에서 인지도를 올려 개발하는 일 이외에 고객들의 요청으로 기술적인 교육과 함께 컨설팅도 진행하고 있습니다. 그리고 매년 메소스피어 경영진 및 개발진들을 초청하여 컨퍼런스를 개최해 오고 있습니다.
         Q   ‘Korea Mesosphere DC/OS Conference’ 행사를 주관하게 된 계기가 있다면?
         대한민국을 IT 강국이라 표현하지만, 4차 산업혁명 분야는 아직도 부족한 부분이 많이 있습니다. 그 중에서 컨테이너 서비스 클라우드는 해외시장과 비교한다면 아직 걸음마 수준입니다.
         성장의 결과로서 기술의 발전이 따라오던 시대는 이미 지났습니다. 기술의 발전 없이는 기업도 성장할 수 없고 옛날 기술로는 이제 더 이상 발전이 없습니다. 이것은 제조업부터 서비스업까지 모든 산업도 멈춰있을 수밖에 없다는 것을 의미하고 모든 산업에 예외는 없다고 생각됩니다.
         반도체산업의 불량률 0.01%를 개선하는 일이 기술 없이 과연 가능할 수 있을까요? 빅데이터부터 인공지능, IOT 등 이 시대를 이끌어가는 기술들의 이면에는 항상 클라우드가 있습니다. Uber, GE 등의 세계적인 트렌드를 직접 접하고, 우리 기업들이 미래를 준비하는데 조금이나마 도움이 되었으면 하는 바람으로 2016년부터 매년 이런 행사를 주관해서 진행하고 있습니다.
         그리고 컨퍼런스 현장에서는 실제 사례들을 소개하고 있습니다. 글로벌 기업들이 기술을 통해 성공했던 사례들을 직접 들으면서 정체되어 있는 국내 기업들에게 영감과 동기부여가 되고 또 정체되어 있는 부분에 대한 돌파구를 마련해서 더 발전하고, 문제 해결에 대한 실마리를 조금이나마 얻을 수 있는 좋은 기회가 될 것이라고 생각합니다.
         Q   앞으로 컨테이너 클라우드의 전망에 대해 어떻게 생각하시나요?
         사실 이미 하지 않으면 뒤처지는 시대가 왔다고 생각합니다. 국내에는 클라우드 산업이 뒤처져 있는데 현재 세계 3대 클라우드 업체가 전부 국내에 들어와 있는 상황이고, 국내 시장의 80% 이상이 그들에게 점유되어 있습니다.
         물론 다른 길을 선택한다고 해서 나쁘다거나 결과가 좋지 않다는 이야기를 드리는 것은 아닙니다. 다만 기술이 성장을 이끌어가는 이 시대에 새로운 기술은 더욱 발전하고 좋아질 수밖에 없습니다.
         한 번에 모두를 바꿀 수는 없겠지만 이제 우리나라 기업들도 지속적으로 노력해야 한다고 생각합니다. 국내에서도 기술을 적극적으로 수용하고 기술에 대한 투자가 앞서길 바랍니다. 그래서 진정으로 4차 산업혁명에 동력이 되었으면 하는 바람입니다.
         이미 노하우를 보유하고 있는 저희 같은 회사가 파트너라면 그 동안 고민해왔던 부분을 좀 더 쉽게 해결해 나갈 수 있을 것이라고 자부합니다.
         
          
         
         Q   고객들은 주로 어떤 산업 분야의 기업인가요?   
         통신사, 제조사에서부터 IT기업, 금융, 미디어사, 교육기관 및 공공기관 등 기술을 필요로 하는 곳에는 저희가 함께 해왔습니다.
         “이건 하기 힘들지 않을까?” 라고 하는 일들을 성공적인 결과로 만들어 내면서 여기까지 왔습니다. 그러다 보니 자연스럽게 다양한 산업군, 다양한 기업 및 기관들이 저희의 고객이 되었습니다.
         저희 고객사 중에 3년 이상 된 곳은 현재 굉장히 큰 성과를 보고 있습니다. 대외적으로 긍정적인 평가를 받았던 사례가 있습니다. 업무상 속도 개선으로 회사에 대한 평도 좋아지고 또 그 회사를 벤치마킹을 하는 이런 움직임도 있었습니다.
         국내 대기업 및 IT 기업 등 대규모 프라이빗 컨테이너 클라우드를 구축해서 운영하고 있는 곳부터 교육 목적으로 소규모 컨테이너 클라우드를 구성해서 운영 중인 학교까지 정말 다양합니다.
         Q   최근 어떤 사업 분야에 주력하고 있으신가요?
         컨테이너 서비스를 기반으로 하는 하이브리드 클라우드, 엣지 컴퓨팅, 마이크로서비스 어플리케이션 클러스터링을 중심으로 통신사의 실시간 빌링, 완성차의 커넥티드 카, 제조사의 실시간 장비 감시 및 제어, 선박의 실시간 무인 운영 등을 위한 패스트 데이터 플랫폼 등 다양한 산업분야에서의 디지털 트랜스포메이션과 기업용 협업 솔루션 등 구축 사업에 주력 중입니다.
         나아가 인공지능, 클라우드 포탈과 기업용 협업 솔루션의 개발에 힘쓰고 있으며, 고객들이 좀 더 쉽고 편리하게 최신 기술에 접근할 수 있는 방법을 찾고 있습니다. 저희의 노력으로 만들어진 결과물이 더 잘 쓰일 수 있어야 하기 때문에 저희는 만들어진 다음이 더 중요하다고 생각합니다. 그래서 이후에 기술 지원이나 교육지원에도 노력을 많이 하고 있습니다.
         Q 메소스피어사 윌리엄 프라이베르그(William Freiberg) 최고운영책임자에게 질문드린다.
         메소스피어사는 어떤 회사인가?
         메소스피어는 2013년에 트위터의 핵심 기술자들이 만든 스타트업 기업입니다. 컨테이너 클라우드 분야의 기술을 선두에서 리드하고 있고 지금은 미국내 30대 IT기업에 속할 정도로 성장했습니다. 고객과 함께 고민하고 있는 회사고 케이비시스와는 그런 이념이 잘 맞습니다.
         기술을 더 우대하고 기술로써 발전할 수 있는 회사입니다. 이제는 기술 없이 성장할 수 없다는 것이 반증이 되고 있는 시대입니다. 늘 고객과 함께 고민하면서 저희가 보유하고 있는 기술 경쟁력을 바탕으로 난이도 높은 기술적인 어려움을 함께 해결해나가고 있습니다.
         Q 컨테이너 클라우드의 보편화에 대해서 이야기해주신다면?
         이제 컨테이너 클라우드는 보편화되었다고 생각합니다. 이제 컨테이너 기술들을 세계 어느 곳에서나 구현할 수 있습니다. 기업의 인프라 관련 비용 절감시켜주고 애플리케이션이 보다 빠르게 구현되고 배포될 수 있도록 지원할 수 있습니다
         클라우드 컴퓨팅, 데이터 센서 자동화, 엔터프라이즈 소프트웨어 등, 앞으로 다양한 산업 분야에서 컨테이너화까지 가는 데는 시간문제 라고 생각합니다. 소프트웨어 변화의 움직임이 지난 10년 동안 정말 빠르게 성장하고 변화해왔다는 것을 알 수 있습니다. 앞으로 전 세계 기업들이 이런 컨테이너화 시대로 나아갈 것이고 변화의 흐름을 빠르게 받아들이는 기업이 단언컨대 최고의 기업으로 그 기업의 가치에도 영향을 미치는 핵심요소가 될 것이라고 생각합니다.
         마지막으로, 저희의 뛰어난 기술을 한국의 케이비시스와 같이 이해하는 좋은 파트너사와 함께 하는 것이 기쁘고 앞으로도 완벽한 하이브리드 클라우드를 탄력적으로 운영되는 컨테이너, 데이터 서비스 제공을 위해 노력할 것 입니다.
          전자신문인터넷 장윤영 기자 (young@etnews.com)",http://v.media.daum.net/v/20190418090504548
30,"2018 ITRC 포럼에 참여한 아주대 초소형 체내외 진단 지능형 디바이스 연구센터.
          
         
         아주대 초소형 체내외 진단 지능형 디바이스 연구센터(센터장 선우명훈)는 미래 고부가가치 산업인 인공지능형 의료 디바이스 산업 발전 증대와 병변 검출 등 지능형 진단 시스템 개발에 주력한다. 지능형 디바이스 시장을 선도할 창의적 정보통신기술(ICT) 융합인재 양성에도 역량을 집중하고 있다.
         국내외 최고 전문가인 교수 11명과 아주대 의과대 교수 3명이 센터에 참여하고 있다. 7개 참여기업과 의료영상 및 질병·병변별 의료 데이터를 기반으로 지능형 디바이스를 위한 요소 기술을 개발 중이다.
         SCI 및 기타논문 37건과 국내 특허 출원·등록 48건 등 연구 성과를 거뒀다. 해외 특허도 9건을 확보했다. 배출한 석·박사는 34명으로 취업률은 96.97%에 이른다. 인공지능(AI)회로 및 시스템분야 교류를 위해 IEEE AICAS(인공지능 회로 및 시스템) 학술대회도 창립해 개최했다.
         센터 핵심 추진 목표는 △딥러닝 기반 진단 보조 디바이스 및 시스템과 이를 위한 맞춤형 데이터 모델링 기법 개발 △병변 의심 부분을 검출할 수 있는 초저전력 시스템온칩(SoC) 기반 능동적 영상 데이터 획득 및 분석 △고효율 전송이 가능한 인공지능형 저전력 디바이스 및 초소형 안테나 개발 △진단의 정확성 향상시킬 수 있는 인공지능형 진단 디바이스를 위한 핵심 요소기술 개발 △고부가가치 지능형 디바이스 시장을 선도할 수 있는 창의적 ICT 융합인재 양성이다.
         'ICT 미래인재포럼 2019'에서는 캡슐내시경 촬영 과정에 대한 동영상 자료와 실제 사용한 캡슐을 전시할 예정이다. 자체 개발한 캡슐내시경 SoC칩과 황달 진단용 앱, 딥러닝 기반 유방암 진단 시스템도 선보인다. 심장관류 MRI 영상에서 자동으로 병변을 검출하는 영상분석 시스템도 이목을 끈다.
         선우명훈 센터장은 “IT와 의료 융합은 대한민국을 발전시킬 수 있는 동력”이라며 “초소형 체내외 진단 지능형 디바이스 연구를 통해 IT와 의료 융합연구에 하나의 길을 제시하고 IT 발전에 새로운 추친력을 불어넣을 것”이라고 말했다.
         박정은기자 jepark@etnews.com",http://v.media.daum.net/v/20190417170010666
31,"7월부터 전문 운용인력 개입 없이도 로보어드바이저 단독으로 펀드 운용이 가능해진다. 자연인 개입이 전혀 없이 인공지능(AI)과 머신러닝 등 신기술만으로 자산을 운용할 수 있는 길이 열린다.
         
          
          
           로보어드바이저 테스트베드 홈페이지 화면 캡쳐
          
         
         금융위원회는 로보어드바이저의 펀드 재산 직접 운용을 허용하는 것을 핵심으로 한 자본시장법 시행령 개정안이 16일 국무회의를 통과했다고 밝혔다. 공포 후 3개월 이후인 7월부터 로보어드바이저의 직접 펀드 운용이 허용된다.
         현재 투자일임 재산에 대해서는 로보어드바이저가 운용하는 것이 가능하다. 하지만 펀드재산은 로보어드바이저 직접 운용이 불가능했다.
         시행령은 투자일임 재산과 펀드의 차이점을 감안해 로보어드바이저가 펀드재산을 운용하려면 펀드의 투자목적 등에 맞게 운용될 수 있는 체계를 갖추고, 침해사고 방지 체계를 구비하는 등의 조건을 달았다.
         침해사고 방지 체계 구축은 코스콤이 운영하는 로보어드바이저 테스트베드를 통과했는지 여부에 달려있다. 코스콤은 2016년부터 총 세 차례 심사를 거쳤다. 코스콤의 운용심사와 시스템심사를 모두 통과한 알고리즘은 제도 시행 이후 즉시 직접운용을 할 수 있다.
         NH투자증권, 대신증권, 데이터앤애널리틱스, 디셈버앤컴퍼니, 미래에셋대우, 밸류시스템투자자문, 삼성자산운용, 삼성증권, 신한은행, 와이즈에프앤파트너스, 우리은행, 이베스트투자증권, 하나은행, 쿼터백자산운용, 키움증권, 템피스투자자문, 파운트투자자문 등이 코스콤 심사를 통과하고 현재까지도 운용을 이어가고 있다.
         총 35개 알고리즘이 즉시 상용화 가능하다. 4차 테스트베드는 다음 달, 5차 테스트베드는 8월 심사를 완료한다.
         현재 운용되고 있는 로보어드바이저 알고리즘 대부분이 이미 자연인 개입 없이도 완전 자동 운용이 가능한 수준이다. 한 로보어드바이저 업체 관계자는 “이미 대부분 로보어드바이저는 관리 인력이 최종 승인만 하는 형태로 알고리즘을 운용하고 있다”면서 “제도 개선으로 인해 각종 번거로움도 크게 줄어들 것”이라고 말했다.
         상반기 중으로는 로보어드바이저 테스트베드에 개인 참여도 허용하기로 했다. 증권사와 자산운용이 개인이 개발한 알고리즘을 활용한 펀드를 선보이는 것 역시 가능해질 전망이다.
         자산운용업 인가를 획득하지 않은 로보어드바이저에 펀드·일임재산 운용을 위탁할 수 있도록 세부 규정도 개정할 방침이다.
         유사투자자문업에 대한 과태료 부과 기준도 명확히 했다. 유사투자자문업 폐지 사실을 금감원에 보고하지 않거나 자료 제출 요구에 불응하면 법인 유사자문투자업자에는 1800만원, 개인에는 900만원 과태료를 부과할 수 있다. 또 유사투자자문업 영위를 위한 교육도 이수하도록 했다.
         유사투자자문업은 증권 전문가, 애널리스트 등이 인터넷 증권정보 관련 카페, 증권방송 등을 통해 불특정 다수인 투자자에게 회비를 수령하고 투자 정보를 제공해 주는 것을 의미한다. 다만 일대일 투자자문이나 개인투자자로부터 투자금을 받는 것은 불법이다.
         금융위 관계자는 “로보어드바이저 활성화를 위해 로보어드바이저의 직접 재산 운용을 허용한다”면서 “일정 요건을 갖춰 운용할 수 있도록 제도를 개선했다”고 말했다.
         유근일기자 ryuryu@etnews.com",http://v.media.daum.net/v/20190416153005416
32,"ⓒ게티이미지뱅크
          
         
         과학기술정보통신부 과학기술혁신본부가 혁신성장동력 부문 규제 선(先)발굴 프로젝트에 착수했다. 아직 열리지 않은 비즈니스 모델에 관한 규제를 미리 예측, 해결 방안을 제시한다. 제도·인프라 등 생태계 전반 장기 변화 로드맵을 마련해 규제혁신에 속도감을 더한다.
         17일 과기정통부에 따르면 과기혁신본부는 산업계 요구에 앞서 규제를 발굴, 개선한다. 사업화 과정에서 발생하는 규제를 사후에 제거하는 기존 방식에 더해 선제적으로 규제를 발굴하고 개선방안을 제시하는 것이 골자다.
         지금까지는 연구개발(R&D) 현장이나 산업계가 신성장동력 관련 사업 과정에서 접한 불합리한 규제 요인을 제거해줄 것을 정부에 요구했다. 산업계 요구가 정책에 반영되기까지 많은 시간이 소요됐다. 다른 규제요인과 이해가 충돌할 때 대처가 어려웠다.
         과기혁신본부는 향후 발생할 수 있는 규제 요인을 찾아 다양한 시나리오에 대응할 수 있는 규제개선 로드맵을 먼저 세운다는 계획이다.
         규제 발굴 방식도 기존과 다르다. 13대 혁신성장동력 분야별 사업모델과 신사업 예상 출현시점을 예상하고 규제 요인, 거버넌스 차원 개선사항을 도출한다. 규제 요인과 더불어 제도, 인프라 등 생태계 관점에서 장기 개선 방향을 제시한다.
         드론이 첫 대상이다. 농업 등 1차산업, 공공서비스, 국토·인프라, 배송·운송 4대 분야에서 출현 가능한 27개 사업모델을 발굴했다. 사업별 규제 제거 시기, 개선 파급력 등을 도식화한 규제 레이더 방식을 도입했다. 각 사업 모델 출현 시점을 예측하고 규제 체계, 규제역량·방식개선, 참여 규제체계 관점에서 12개 개선 영역을 설정했다. 농업기계화촉진법, 건축법, 약사법 관련 9개 부처·청 소관 24개 규제 이슈를 발굴했다.
         하반기엔 빅데이터·인공지능(AI)·스마트시티 관련 규제 발굴 결과를 내놓는다. 현재 개인정보 관련 논란이 첨예한 분야다. 과기혁신본부는 개인정보와 관련 분야 사업 이행 과정에서 드러날 규제 발굴 작업에 들어갔다.
         권기석 과기혁신본부 성장동력기획과장은 “아이템별 주관 부처가 있지만 혁신성장동력 관점에서 부처를 아우르는 규제 요인을 먼저 발굴, 대응해 속도감 있게 산업 경쟁력을 강화하자는 취지”라고 설명했다. 이어 “최종 확정은 아니지만 인공지능(AI), 빅데이터 등 다양한 분야 규제 분석을 실시해 하반기 결과를 내놓을 계획”이라고 덧붙였다.
         최호 정책기자 snoop@etnews.com",http://v.media.daum.net/v/20190417170017678
33,"글로벌 반도체 장비업체 ASML이 올 1분기 영업이익 3억3400만유로(약 4286억원)를 기록해 지난해 같은 기간(6억4200만유로)보다 47.98% 감소했다고 17일 밝혔다.
         매출은 22억8500만유로에서 22억2900만유로로 2.5% 감소했다. 영업이익률은 15%로, 전년동기보다 13.1%포인트 줄었다.
         ASML 측은 메모리 수요 감소 등으로 반도체 업계가 불황을 겪고 있지만, 당초 예상보다는 '선방'했다고 분석했다.
         피터 베닝크 ASML CEO는 “ASML 1분기 매출과 영업이익은 극자외선(EUV) 장비 선적과 심자외선(DUV) 수익성 강화로 예상보다 좋은 결과를 보였다”며 “올해 로직 고객사 기술 변화로 생산성을 향상한 'NXE:3400C' 장비가 활용될 것이고, 기존 장비 유지 관련 수익이 증가할 것”이라고 전했다. 또 “5G, 인공지능과 데이터센터 시장 성장으로 2020년 이후 반도체 산업이 발전할 것”이라면서도 “단기적으로 수요 불확실성과 경제 상황에 따라 다소 영향이 있을 수 있다고 생각한다”고 덧붙였다.
         네덜란드에 본사를 둔 ASML은 반도체 전공정에 쓰이는 노광 장비를 만드는 회사다. 글로벌 반도체 제조사에 EUV 장비를 독점 공급하는 것으로 주목받고 있다.
         
          
         
         강해령기자 kang@etnews.com",http://v.media.daum.net/v/20190417163805824
34,"인공지능(AI)과 미래 드론봇(드론 로봇)을 활용한 미래 국방 분야를 다루는 콘퍼런스가 한국과학기술원(KAIST·총장 신성철)에서 열렸다.
         육군은 17일 KAIST에서 'AI·드론봇 전투발전 콘퍼런스'를 개최했다. 행사는 사흘 동안 이어진다.
         행사에는 서욱 육군참모총장과 최영철 육군교육사령관을 비롯한 민관군 인사가 다수 참여했다.
         이번 콘퍼런스는 육군 AI 전투발전 비전과 향후 추진전략, AI 기술 군사방면 활용방안, 드론봇 성과와 전력화 방안 등을 다룬다.
         첫 날에는 류태규 국방과학연구소(ADD) 국방고등기술원장이 기조연설을 맡았다. 류 원장은 4차 산업혁명 시대 새로운 무기체계 정립 필요성을 강조했다.
         서욱 육군 참모총장은 “이번 행사는 AI와 드론봇에 대한 국민 공감대를 확산하는 소중한 시간”이라며 “많은 성원과 지지를 바란다”고 말했다.
         대전=김영준기자 kyj85@etnews.com",http://v.media.daum.net/v/20190417151204782
35,"문재인 대통령이 우리나라가 세계 최초로 상용화한 '5G 세일즈'에 나섰다. 5세대(5G) 이동통신 상용 경험을 투르크메니스탄과 공유한다. 사물인터넷(IoT), 빅데이터, 인공지능(AI), 가상현실(VR) 콘텐츠 등 정보통신기술(ICT) 분야 협력을 강화한다. 현지 진출한 우리 기업의 세 부담을 해소하기 위한 방안도 마련했다.
         
          
          
           투르크메니스탄을 국빈 방문 중인 문 대통령 내외가 16일(현지시간) 공항에 도착해 환영 꽃다발을 받고 있다<출처:청와대>
          
         
         투르크메니스탄을 국빈 방문하고 있는 문 대통령은 17일 구르반굴리 베르디무함메도프 대통령과의 정상회담을 계기로 이 같은 내용을 포함한 양해각서(MOU) 20건을 교환했다. 문 대통령의 투르크메니스탄 방문은 한국 정상으로는 두 번째다.
         두 정상은 회담에서 △양국 관계 발전 방안 △ICT·에너지 협력 등 실질 협력 증진 △양 국민 간 우호 증진 방안 등을 논의했다. 우리 정부가 역점을 두고 있는 '신북방정책'과 투르크메니스탄의 '역내 수송허브화 전략'으로 양국 국민이 체감할 수 있는 실질 성과를 도출하자는 데 의견을 함께했다. 투르크메니스탄은 2017년부터 아시가바트 신공항 개항 등 교통·수송 인프라 개발에 주력하고 있다.
         양 정상은 에너지·인프라 플랜트 분야에서 눈에 띄는 협력 성과를 거두고 있는 것을 높이 평가했다. 지난해 투르크메니스탄 최초이자 대규모 '키얀리 가스화학 플랜트' 준공에 국내 기업이 참여, 성공적으로 완공했다. 기존 에너지 플랜트 분야를 포함해 앞으로 △ICT △보건·의료 △환경 등으로 협력을 확대하기로 했다.
         ICT 분야 협력이 주목된다. 최근 우리나라가 세계 최초로 상용화한 5G 이통 경험을 투르크메니스탄과 공유하기로 했다. IoT, AI, 빅데이터 등 분야도 협력한다.
         우리 기업이 투르크메니스탄이 추진하고 있는 '디지털 경제정책' 주요 파트너로 인프라 확충에 참여할 수 있는 발판을 마련했다. 투르크메니스탄 정부는 올해부터 2025년까지 △통신 품질 향상 △5G 통신망 △디지털 도서관 등 디지털 인프라 확충에 집중한다는 계획을 세웠다. 양국은 향후 ICT 인력 양성과 공동 연구는 물론 정보접근센터 설립 지원, 민간 분야의 사이버 보안 정책 수립 등을 추진한다.
         협력은 투르크메니스탄 측이 우리나라 ICT와 사이버 보안 분야 기술 수준을 높이 평가하면서 지속적으로 협력을 요청해와 이뤄진 것으로 알려졌다.
         우리 기업의 이중 과세 방지 등을 위한 협약도 이뤄졌다. 2015년 체결한 이중과세방지협정을 개정, 현지 진출 우리 기업과 근로자의 현지 세 부담을 줄였다.
         양국 정상은 2007년 출범한 한-중앙아 협력포럼이 한국과 중앙아 국가 간 상호 신뢰 강화와 교류 활성화에 기여했음을 평가하고, 향후 포럼의 발전을 위해 함께 노력해 나가기로 했다.
         한편 문 대통령은 최근 한반도 정세와 우리 정부의 한반도 평화 프로세스 정책을 설명하고 투르크메니스탄 정부의 지지와 성원에 사의를 표했다. 베르디무함메도프 대통령은 완전한 비핵화 달성과 한반도의 항구적 평화 체제 구축 및 남북 관계 발전을 위한 우리 정부의 노력에 지지를 보냈다.
         성현희 청와대/정책 전문기자 sunghh@etnews.com",http://v.media.daum.net/v/20190417173004865
36,"장애인의 날을 앞두고 LG유플러스가 17일 서울시청에서 지체장애인 300명에게 네이버 인공지능 플랫폼 클로바가 탑재된 'U+우리집 AI스피커'를 전달했다.
         
          
         
         
          
         
         AI스피커로 콜택시 호출, 장애인 화장실, 교통약자용 지하철정보 확인 등 장애인 전용 서비스를 이용할 수 있다.
         
          
         
         김동욱기자 gphoto@etnews.com",http://v.media.daum.net/v/20190417133103314
